accession	tissue_raw	tissue_category
SAMN12815717	leaf	leaf
SAMN12815716	leaf	leaf
SAMN12815715	leaf	leaf
SAMN12815714	leaf	leaf
SAMN12815710	leaf	leaf
SAMN12815709	leaf	leaf
SAMN12815708	leaf	leaf
SAMN12815707	leaf	leaf
SAMN12815706	leaf	leaf
SAMN12815705	leaf	leaf
SAMN12815704	leaf	leaf
SAMN12815703	leaf	leaf
SAMN12815702	leaf	leaf
SAMN12815701	leaf	leaf
SAMN12815700	leaf	leaf
SAMN12815699	leaf	leaf
SAMN12815698	leaf	leaf
SAMN12815697	leaf	leaf
SAMN12815696	leaf	leaf
SAMN12815695	leaf	leaf
SAMN12815694	leaf	leaf
SAMN12815693	leaf	leaf
SAMN12815692	leaf	leaf
SAMN12815691	leaf	leaf
SAMN12815690	leaf	leaf
SAMN12815689	leaf	leaf
SAMN12815688	leaf	leaf
SAMN12815687	leaf	leaf
SAMN12815686	leaf	leaf
SAMN12815685	leaf	leaf
SAMN12815684	leaf	leaf
SAMN12815683	leaf	leaf
SAMN12815682	leaf	leaf
SAMN12815681	leaf	leaf
SAMN12815680	leaf	leaf
SAMN12815679	leaf	leaf
SAMN12815678	leaf	leaf
SAMN12815677	leaf	leaf
SAMN12815676	leaf	leaf
SAMN12815675	leaf	leaf
SAMN12815674	leaf	leaf
SAMN12815673	leaf	leaf
SAMN12815672	leaf	leaf
SAMN12815671	leaf	leaf
SAMN12815670	leaf	leaf
SAMN12815669	leaf	leaf
SAMN12815668	leaf	leaf
SAMN12815667	leaf	leaf
SAMN12815666	leaf	leaf
SAMN12815665	leaf	leaf
SAMN12815664	leaf	leaf
SAMN12815663	leaf	leaf
SAMN12815662	leaf	leaf
SAMN12815661	leaf	leaf
SAMN12815660	leaf	leaf
SAMN12815659	leaf	leaf
SAMN12815658	leaf	leaf
SAMN12815657	leaf	leaf
SAMN12815656	leaf	leaf
SAMN12815655	leaf	leaf
SAMN12815654	leaf	leaf
SAMN12815653	leaf	leaf
SAMN12815652	leaf	leaf
SAMN12815651	leaf	leaf
SAMN12815650	leaf	leaf
SAMN12815649	leaf	leaf
SAMN12815648	leaf	leaf
SAMN12815647	leaf	leaf
SAMN12815646	leaf	leaf
SAMN12815645	leaf	leaf
SAMN12815644	leaf	leaf
SAMN12815643	leaf	leaf
SAMN12815642	leaf	leaf
SAMN12815641	leaf	leaf
SAMN12815640	leaf	leaf
SAMN12815639	leaf	leaf
SAMN12815638	leaf	leaf
SAMN12815637	leaf	leaf
SAMN12815636	leaf	leaf
SAMN12815635	leaf	leaf
SAMN12815634	leaf	leaf
SAMN12815633	leaf	leaf
SAMN12815632	leaf	leaf
SAMN12815631	leaf	leaf
SAMN12815630	leaf	leaf
SAMN12815629	leaf	leaf
SAMN12815628	leaf	leaf
SAMN12815627	leaf	leaf
SAMN12815626	leaf	leaf
SAMN12815625	leaf	leaf
SAMN12815624	leaf	leaf
SAMN12815623	leaf	leaf
SAMN12815622	leaf	leaf
SAMN12815621	leaf	leaf
SAMN12815620	leaf	leaf
SAMN12815619	leaf	leaf
SAMN12815618	leaf	leaf
SAMN12815617	leaf	leaf
SAMN12815616	leaf	leaf
SAMN12815615	leaf	leaf
SAMN12815614	leaf	leaf
SAMN12815613	leaf	leaf
SAMN12815612	leaf	leaf
SAMN12815611	leaf	leaf
SAMN12815610	leaf	leaf
SAMN12815609	leaf	leaf
SAMN12815608	leaf	leaf
SAMN12815607	leaf	leaf
SAMN12815606	leaf	leaf
SAMN12815605	leaf	leaf
SAMN12815604	leaf	leaf
SAMN12815603	leaf	leaf
SAMN12815602	leaf	leaf
SAMN12815601	leaf	leaf
SAMN12815600	leaf	leaf
SAMN12815599	leaf	leaf
SAMN12815598	leaf	leaf
SAMN12815597	leaf	leaf
SAMN12815596	leaf	leaf
SAMN12815595	leaf	leaf
SAMN12815594	leaf	leaf
SAMN12815593	leaf	leaf
SAMN12815592	leaf	leaf
SAMN12815591	leaf	leaf
SAMN12815590	leaf	leaf
SAMN12815589	leaf	leaf
SAMN12815588	leaf	leaf
SAMN12815587	leaf	leaf
SAMN12815586	leaf	leaf
SAMN12815585	leaf	leaf
SAMN12815584	leaf	leaf
SAMN12815583	leaf	leaf
SAMN12815582	leaf	leaf
SAMN12815581	leaf	leaf
SAMN12815580	leaf	leaf
SAMN12815579	leaf	leaf
SAMN12815578	leaf	leaf
SAMN12815577	leaf	leaf
SAMN12815576	leaf	leaf
SAMN12815575	leaf	leaf
SAMN12815574	leaf	leaf
SAMN12815573	leaf	leaf
SAMN12815572	leaf	leaf
SAMN12815571	leaf	leaf
SAMN12815570	leaf	leaf
SAMN12815569	leaf	leaf
SAMN12815568	leaf	leaf
SAMN12815567	leaf	leaf
SAMN12815566	leaf	leaf
SAMN12815565	leaf	leaf
SAMN12815564	leaf	leaf
SAMN12815563	leaf	leaf
SAMN12815562	leaf	leaf
SAMN12815561	leaf	leaf
SAMN12815560	leaf	leaf
SAMN12815559	leaf	leaf
SAMN12815558	leaf	leaf
SAMN12815557	leaf	leaf
SAMN12815556	leaf	leaf
SAMN12815555	leaf	leaf
SAMN12815554	leaf	leaf
SAMN12815553	leaf	leaf
SAMN12644860	leaf	leaf
SAMN12389326	Leaves	leaf
SAMN12204766	leaf	leaf
SAMN11419792	floral style	aerial_other
SAMN11419791	floral style	aerial_other
SAMN11419790	floral style	aerial_other
SAMN11419789	floral style	aerial_other
SAMN11419788	floral style	aerial_other
SAMN11419787	floral style	aerial_other
SAMN11419786	floral style	aerial_other
SAMN11419785	floral style	aerial_other
SAMN11419784	floral style	aerial_other
SAMN11419783	floral style	aerial_other
SAMN11419782	floral style	aerial_other
SAMN11419781	floral style	aerial_other
SAMN11419780	floral style	aerial_other
SAMN11419779	floral style	aerial_other
SAMN11419778	floral style	aerial_other
SAMN08797936	Blade	leaf
SAMN08196864	leaves	leaf
SAMN08043187	Leaf	leaf
SAMN08043186	Leaf	leaf
SAMN08043182	Leaf	leaf
SAMN08043161	Leaf	leaf
SAMN08043156	Leaf	leaf
SAMN08043138	Leaf	leaf
SAMN07775060	tepals	aerial_other
SAMN07138946	leaves	leaf
SAMN07138945	leaves	leaf
SAMN07138944	leaves	leaf
SAMN07138943	leaves	leaf
SAMN07138942	leaves	leaf
SAMN07138941	leaves	leaf
SAMN07138931	leaves	leaf
SAMN07138930	leaves	leaf
SAMN07138929	leaves	leaf
SAMN06946491	leaves	leaf
SAMN05357522	shoot	aerial_other
SAMN05357521	shoot	aerial_other
SAMN04039320	shoot	aerial_other
SAMN03776087	Leaf	leaf
SAMN03576738	flag leaf	leaf
SAMN03576729	flag leaf	leaf
SAMN03278136	Leaf	leaf
SAMN03068174	blade	leaf
SAMN02666659	panicle	aerial_other
SAMN02666658	leaf	leaf
SAMN60991406	stem	aerial_other
SAMN60991405	stem	aerial_other
SAMN60991404	stem	aerial_other
SAMN60991403	stem	aerial_other
SAMN60991402	stem	aerial_other
SAMN60991401	stem	aerial_other
SAMN60991400	stem	aerial_other
SAMN60991399	stem	aerial_other
SAMN60991398	leaf	leaf
SAMN60991397	leaf	leaf
SAMN60991396	leaf	leaf
SAMN60991395	leaf	leaf
SAMN60991394	leaf	leaf
SAMN60991393	leaf	leaf
SAMN60991392	leaf	leaf
SAMN60991391	leaf	leaf
SAMN45871453	leaf	leaf
SAMN45871452	leaf	leaf
SAMN45871447	leaf	leaf
SAMN45871446	leaf	leaf
SAMN45871441	leaf	leaf
SAMN45871440	leaf	leaf
SAMN45870260	leaf	leaf
SAMN45870259	leaf	leaf
SAMN45870254	leaf	leaf
SAMN45870253	leaf	leaf
SAMN60736686	leaf	leaf
SAMN60736685	leaf	leaf
SAMN60736684	leaf	leaf
SAMN60736683	leaf	leaf
SAMN60736682	leaf	leaf
SAMN60736681	leaf	leaf
SAMN60736680	leaf	leaf
SAMN60736679	leaf	leaf
SAMN60736678	leaf	leaf
SAMN60736677	leaf	leaf
SAMN60736676	leaf	leaf
SAMN60736675	leaf	leaf
SAMN60736674	leaf	leaf
SAMN60736673	leaf	leaf
SAMN60736672	leaf	leaf
SAMN60736671	leaf	leaf
SAMN60736670	leaf	leaf
SAMN60736669	leaf	leaf
SAMN60736668	leaf	leaf
SAMN60736667	leaf	leaf
SAMN60736666	leaf	leaf
SAMN60736665	leaf	leaf
SAMN60736664	leaf	leaf
SAMN60736663	leaf	leaf
SAMN60736662	leaf	leaf
SAMN60736661	leaf	leaf
SAMN60736660	leaf	leaf
SAMN60736659	leaf	leaf
SAMN60736658	leaf	leaf
SAMN60736657	leaf	leaf
SAMN60727113	leaf	leaf
SAMN60727112	leaf	leaf
SAMN60727111	leaf	leaf
SAMN60727110	leaf	leaf
SAMN60727109	leaf	leaf
SAMN60727108	leaf	leaf
SAMN60630948	leaf	leaf
SAMN60630946	leaf	leaf
SAMN60630944	leaf	leaf
SAMN60630942	leaf	leaf
SAMN60630940	leaf	leaf
SAMN60630938	leaf	leaf
SAMN60630949	leaf	leaf
SAMN60630947	leaf	leaf
SAMN60630945	leaf	leaf
SAMN60630943	leaf	leaf
SAMN60630941	leaf	leaf
SAMN60630939	leaf	leaf
SAMD01821255	Stem	aerial_other
SAMD01821254	Stem	aerial_other
SAMD01821253	Stem	aerial_other
SAMD01821252	Stem	aerial_other
SAMD01821251	Stem	aerial_other
SAMD01821250	SAM	aerial_other
SAMD01821249	SAM	aerial_other
SAMD01821248	SAM	aerial_other
SAMD01821247	SAM	aerial_other
SAMD01821246	SAM	aerial_other
SAMD01821245	SAM	aerial_other
SAMD01821244	SAM	aerial_other
SAMD01821243	SAM	aerial_other
SAMD01821242	SAM	aerial_other
SAMD01821241	Shoot	aerial_other
SAMN60602282	leaf	leaf
SAMN60602281	leaf	leaf
SAMN60602280	leaf	leaf
SAMN60602279	leaf	leaf
SAMN60602278	leaf	leaf
SAMN60602277	leaf	leaf
SAMN48765075	Leaf	leaf
SAMN48765074	Leaf	leaf
SAMN48765073	Leaf	leaf
SAMN48765072	Leaf	leaf
SAMN48765071	Leaf	leaf
SAMN48765070	Leaf	leaf
SAMN48765069	Leaf	leaf
SAMN48765068	Leaf	leaf
SAMN48765067	Leaf	leaf
SAMN48765066	Leaf	leaf
SAMN48765065	Leaf	leaf
SAMN48765064	Leaf	leaf
SAMN60285554	flag leaf	leaf
SAMN60285553	flag leaf	leaf
SAMN60285552	flag leaf	leaf
SAMN60285551	flag leaf	leaf
SAMN60285550	flag leaf	leaf
SAMN60285549	flag leaf	leaf
SAMN59794224	leaf	leaf
SAMN59794223	leaf	leaf
SAMN59794222	leaf	leaf
SAMN59794221	leaf	leaf
SAMN59794220	leaf	leaf
SAMN59794219	leaf	leaf
SAMN59794218	leaf	leaf
SAMN59794217	leaf	leaf
SAMN59794216	leaf	leaf
SAMN59794215	leaf	leaf
SAMN59794214	leaf	leaf
SAMN59794213	leaf	leaf
SAMN59794212	leaf	leaf
SAMN59794211	leaf	leaf
SAMN59794210	leaf	leaf
SAMN59794209	leaf	leaf
SAMN59794208	leaf	leaf
SAMN59794207	leaf	leaf
SAMN59794206	leaf	leaf
SAMN59794205	leaf	leaf
SAMN59794204	leaf	leaf
SAMN59794203	leaf	leaf
SAMN59794202	leaf	leaf
SAMN59794201	leaf	leaf
SAMN59794200	leaf	leaf
SAMN59794199	leaf	leaf
SAMN59794198	leaf	leaf
SAMN59794197	leaf	leaf
SAMN59794196	leaf	leaf
SAMN59794195	leaf	leaf
SAMN59794194	leaf	leaf
SAMN59794193	leaf	leaf
SAMN59794192	leaf	leaf
SAMN59794191	leaf	leaf
SAMN59794190	leaf	leaf
SAMN59794189	leaf	leaf
SAMN59794188	leaf	leaf
SAMN59794187	leaf	leaf
SAMN59794186	leaf	leaf
SAMN59794185	leaf	leaf
SAMN59794184	leaf	leaf
SAMN59794183	leaf	leaf
SAMN59794182	leaf	leaf
SAMN59794181	leaf	leaf
SAMN59794180	leaf	leaf
SAMN59794179	leaf	leaf
SAMN59794178	leaf	leaf
SAMN59794177	leaf	leaf
SAMN59794176	leaf	leaf
SAMN59794175	leaf	leaf
SAMN59794174	leaf	leaf
SAMN59794173	leaf	leaf
SAMN59794172	leaf	leaf
SAMN59794171	leaf	leaf
SAMN59794170	leaf	leaf
SAMN59794169	leaf	leaf
SAMN59794168	leaf	leaf
SAMN53313113	Leaf	leaf
SAMN53313111	Leaf	leaf
SAMN47206130	Leaf	leaf
SAMN47206128	Leaf	leaf
SAMN47206126	Leaf	leaf
SAMN47206124	Leaf	leaf
SAMN60518975	Leaf	leaf
SAMN60492091	leaf	leaf
SAMN60492090	leaf	leaf
SAMN60492089	leaf	leaf
SAMN60492088	leaf	leaf
SAMN60492087	leaf	leaf
SAMN60492086	leaf	leaf
SAMN60492085	leaf	leaf
SAMN60492084	leaf	leaf
SAMN60492083	leaf	leaf
SAMN60492082	leaf	leaf
SAMN60492081	leaf	leaf
SAMN60492080	leaf	leaf
SAMN60385244	leaf	leaf
SAMN60385243	leaf	leaf
SAMN60385242	leaf	leaf
SAMN60385241	leaf	leaf
SAMN60385240	leaf	leaf
SAMN60385239	leaf	leaf
SAMN60385238	leaf	leaf
SAMN60385237	leaf	leaf
SAMN60385236	leaf	leaf
SAMN60385235	leaf	leaf
SAMN60385234	leaf	leaf
SAMN60385233	leaf	leaf
SAMN60385232	leaf	leaf
SAMN60385231	leaf	leaf
SAMN60385230	leaf	leaf
SAMN60385229	leaf	leaf
SAMN60385228	leaf	leaf
SAMN60385227	leaf	leaf
SAMN60385226	leaf	leaf
SAMN60385225	leaf	leaf
SAMN60385224	leaf	leaf
SAMN60385223	leaf	leaf
SAMN60385222	leaf	leaf
SAMN60385221	leaf	leaf
SAMN60385220	leaf	leaf
SAMN60385219	leaf	leaf
SAMN60385218	leaf	leaf
SAMN51785553	Leaves	leaf
SAMN51785552	Leaves	leaf
SAMN51785551	Leaves	leaf
SAMN51785550	Leaves	leaf
SAMN51785549	Leaves	leaf
SAMN51785548	Leaves	leaf
SAMN51785547	Leaves	leaf
SAMN51785546	Leaves	leaf
SAMN51785545	Leaves	leaf
SAMN51785544	Leaves	leaf
SAMN51785543	Leaves	leaf
SAMN51785542	Leaves	leaf
SAMN51785541	Leaves	leaf
SAMN51785540	Leaves	leaf
SAMN51785539	Leaves	leaf
SAMN51785538	Leaves	leaf
SAMN51785537	Leaves	leaf
SAMN51785536	Leaves	leaf
SAMN51785535	Leaves	leaf
SAMN51785534	Leaves	leaf
SAMN51785533	Leaves	leaf
SAMN51785532	Leaves	leaf
SAMN51785531	Leaves	leaf
SAMN51785530	Leaves	leaf
SAMN51785529	Leaves	leaf
SAMN51785528	Leaves	leaf
SAMN51785527	Leaves	leaf
SAMN51785526	Leaves	leaf
SAMN51785525	Leaves	leaf
SAMN51785524	Leaves	leaf
SAMN51785523	Leaves	leaf
SAMN51785522	Leaves	leaf
SAMN51785521	Leaves	leaf
SAMN51785520	Leaves	leaf
SAMN51785519	Leaves	leaf
SAMN51785518	Leaves	leaf
SAMN60281759	flower	aerial_other
SAMN60281758	flower	aerial_other
SAMN60281757	flower	aerial_other
SAMN60281753	leaf	leaf
SAMN60281752	leaf	leaf
SAMN60281751	leaf	leaf
SAMN60281750	stem	aerial_other
SAMN60281749	stem	aerial_other
SAMN60281748	stem	aerial_other
SAMN60173542	leaf	leaf
SAMN60173541	leaf	leaf
SAMN60173540	leaf	leaf
SAMN60173539	leaf	leaf
SAMN60173538	leaf	leaf
SAMN60173537	leaf	leaf
SAMN59720929	leaf	leaf
SAMN59720928	leaf	leaf
SAMN59720927	leaf	leaf
SAMN59720926	leaf	leaf
SAMN59720925	leaf	leaf
SAMN59720924	leaf	leaf
SAMN59720923	leaf	leaf
SAMN59720922	leaf	leaf
SAMN59720921	leaf	leaf
SAMN59720920	leaf	leaf
SAMN59720919	leaf	leaf
SAMN59720918	leaf	leaf
SAMN59720917	leaf	leaf
SAMN59720916	leaf	leaf
SAMN59720915	leaf	leaf
SAMN59720914	leaf	leaf
SAMN59720913	leaf	leaf
SAMN59720912	leaf	leaf
SAMN59720911	leaf	leaf
SAMN59720910	leaf	leaf
SAMN59720909	leaf	leaf
SAMN59720908	leaf	leaf
SAMN59720907	leaf	leaf
SAMN59720906	leaf	leaf
SAMN59720905	leaf	leaf
SAMN59720904	leaf	leaf
SAMN59720903	leaf	leaf
SAMN59720902	leaf	leaf
SAMN59720901	leaf	leaf
SAMN59720900	leaf	leaf
SAMN59720899	leaf	leaf
SAMN59720898	leaf	leaf
SAMN59720897	leaf	leaf
SAMN59720896	leaf	leaf
SAMN59720895	leaf	leaf
SAMN59720894	leaf	leaf
SAMN59720893	leaf	leaf
SAMN59720892	leaf	leaf
SAMN59720891	leaf	leaf
SAMN59720890	leaf	leaf
SAMN59720889	leaf	leaf
SAMN59720888	leaf	leaf
SAMN59720887	leaf	leaf
SAMN59720886	leaf	leaf
SAMN59720885	leaf	leaf
SAMN59720884	leaf	leaf
SAMN59720883	leaf	leaf
SAMN59720882	leaf	leaf
SAMN59720881	leaf	leaf
SAMN59720880	leaf	leaf
SAMN59720879	leaf	leaf
SAMN59720878	leaf	leaf
SAMN59720877	leaf	leaf
SAMN59720876	leaf	leaf
SAMN59720875	leaf	leaf
SAMN59720874	leaf	leaf
SAMN59720873	leaf	leaf
SAMN59720872	leaf	leaf
SAMN59720871	leaf	leaf
SAMN59720870	leaf	leaf
SAMN59720869	leaf	leaf
SAMN59720868	leaf	leaf
SAMN59720867	leaf	leaf
SAMN59720866	leaf	leaf
SAMN59720865	leaf	leaf
SAMN59720864	leaf	leaf
SAMN59720863	leaf	leaf
SAMN59720862	leaf	leaf
SAMN59720861	leaf	leaf
SAMN59720860	leaf	leaf
SAMN59720859	leaf	leaf
SAMN59720858	leaf	leaf
SAMN59720857	leaf	leaf
SAMN59720856	leaf	leaf
SAMN59720855	leaf	leaf
SAMN59720854	leaf	leaf
SAMN59720853	leaf	leaf
SAMN59720852	leaf	leaf
SAMN59720851	leaf	leaf
SAMN59720850	leaf	leaf
SAMN59720849	leaf	leaf
SAMN59720848	leaf	leaf
SAMN59720847	leaf	leaf
SAMN59720846	leaf	leaf
SAMN59720845	leaf	leaf
SAMN59720844	leaf	leaf
SAMN59720843	leaf	leaf
SAMN59720842	leaf	leaf
SAMN59720841	leaf	leaf
SAMN59720840	leaf	leaf
SAMN59720839	leaf	leaf
SAMN59720838	leaf	leaf
SAMN59720837	leaf	leaf
SAMN59720836	leaf	leaf
SAMN59720835	leaf	leaf
SAMN59720834	leaf	leaf
SAMN59720833	leaf	leaf
SAMN59720832	leaf	leaf
SAMN59720831	leaf	leaf
SAMN59720830	leaf	leaf
SAMN59720829	leaf	leaf
SAMN59720828	leaf	leaf
SAMN59720827	leaf	leaf
SAMN59720826	leaf	leaf
SAMN59720825	leaf	leaf
SAMN59720824	leaf	leaf
SAMN59720823	leaf	leaf
SAMN59720822	leaf	leaf
SAMN59720821	leaf	leaf
SAMN59720820	leaf	leaf
SAMN59720819	leaf	leaf
SAMN59720818	leaf	leaf
SAMN59720817	leaf	leaf
SAMN59720816	leaf	leaf
SAMN59720815	leaf	leaf
SAMN59720814	leaf	leaf
SAMN59720813	leaf	leaf
SAMN59720812	leaf	leaf
SAMN59720811	leaf	leaf
SAMN59720810	leaf	leaf
SAMN59720809	leaf	leaf
SAMN59720808	leaf	leaf
SAMN59720807	leaf	leaf
SAMN59720806	leaf	leaf
SAMN59720805	leaf	leaf
SAMN59720804	leaf	leaf
SAMN59720803	leaf	leaf
SAMN59720802	leaf	leaf
SAMN59720801	leaf	leaf
SAMN59720800	leaf	leaf
SAMN59720799	leaf	leaf
SAMN59720798	leaf	leaf
SAMN59720797	leaf	leaf
SAMN59720796	leaf	leaf
SAMN59720795	leaf	leaf
SAMN59720794	leaf	leaf
SAMN59720793	leaf	leaf
SAMN59720792	leaf	leaf
SAMN59720791	leaf	leaf
SAMN59720790	leaf	leaf
SAMN59720789	leaf	leaf
SAMN59720788	leaf	leaf
SAMN59720787	leaf	leaf
SAMN59720786	leaf	leaf
SAMN59720785	leaf	leaf
SAMN59720784	leaf	leaf
SAMN59720783	leaf	leaf
SAMN59720782	leaf	leaf
SAMN59720781	leaf	leaf
SAMN59720780	leaf	leaf
SAMN59720779	leaf	leaf
SAMN59720778	leaf	leaf
SAMN59720777	leaf	leaf
SAMN59720776	leaf	leaf
SAMN59720775	leaf	leaf
SAMN59720774	leaf	leaf
SAMN59720773	leaf	leaf
SAMN59720772	leaf	leaf
SAMN28230034	stem	aerial_other
SAMN28230033	leaf	leaf
SAMN28230032	stem	aerial_other
SAMN28230031	leaf	leaf
SAMN28230029	stem	aerial_other
SAMN28230028	leaf	leaf
SAMN38254681	Rosette leaves	leaf
SAMN38254680	Rosette leaves	leaf
SAMN38254679	Rosette leaves	leaf
SAMN38254678	Rosette leaves	leaf
SAMN38254677	Rosette leaves	leaf
SAMN38254676	Rosette leaves	leaf
SAMN38254675	Rosette leaves	leaf
SAMN38254674	Rosette leaves	leaf
SAMN38254673	Rosette leaves	leaf
SAMN38254672	Rosette leaves	leaf
SAMN38254671	Rosette leaves	leaf
SAMN38254670	Rosette leaves	leaf
SAMN38254669	Rosette leaves	leaf
SAMN38254668	Rosette leaves	leaf
SAMN38254667	Rosette leaves	leaf
SAMN38254666	Rosette leaves	leaf
SAMN38254665	Rosette leaves	leaf
SAMN38254664	Rosette leaves	leaf
SAMN38254663	Rosette leaves	leaf
SAMN38254662	Rosette leaves	leaf
SAMN38254661	Rosette leaves	leaf
SAMN38254660	Rosette leaves	leaf
SAMN38254659	Rosette leaves	leaf
SAMN38254658	Rosette leaves	leaf
SAMN38254657	Rosette leaves	leaf
SAMN38254656	Rosette leaves	leaf
SAMN38254655	Rosette leaves	leaf
SAMN38254654	Rosette leaves	leaf
SAMN38254653	Rosette leaves	leaf
SAMN38254652	Rosette leaves	leaf
SAMN38254651	Rosette leaves	leaf
SAMN38254650	Rosette leaves	leaf
SAMN42995860	leaf	leaf
SAMN55380961	leaf	leaf
SAMN55380960	leaf	leaf
SAMN55380959	leaf	leaf
SAMN55380958	leaf	leaf
SAMN55380957	leaf	leaf
SAMN55380956	leaf	leaf
SAMN55380955	leaf	leaf
SAMN55380954	leaf	leaf
SAMN55380953	leaf	leaf
SAMN55380952	leaf	leaf
SAMN55380951	leaf	leaf
SAMN55380950	leaf	leaf
SAMN55380949	leaf	leaf
SAMN55380948	leaf	leaf
SAMN55380947	leaf	leaf
SAMN58496411	spike	aerial_other
SAMN58496410	leaf	leaf
SAMN58496409	stem	aerial_other
SAMN58496407	spike	aerial_other
SAMN58496406	leaf	leaf
SAMN58496405	stem	aerial_other
SAMN58496403	leaf	leaf
SAMN58496402	leaf	leaf
SAMN58496401	leaf	leaf
SAMN58496400	leaf	leaf
SAMN58496399	leaf	leaf
SAMN58496398	leaf	leaf
SAMN58496397	leaf	leaf
SAMN58496396	leaf	leaf
SAMN58496395	leaf	leaf
SAMN58496394	leaf	leaf
SAMN58496393	leaf	leaf
SAMN58496392	leaf	leaf
SAMN58496391	leaf	leaf
SAMN58496390	leaf	leaf
SAMN58496389	leaf	leaf
SAMN58496388	leaf	leaf
SAMN58496387	leaf	leaf
SAMN58496386	leaf	leaf
SAMN58496385	leaf	leaf
SAMN58496384	leaf	leaf
SAMN58496383	leaf	leaf
SAMN58496382	leaf	leaf
SAMN58496381	leaf	leaf
SAMN58496380	leaf	leaf
SAMN57629436	leaf	leaf
SAMN57629435	leaf	leaf
SAMN57629434	leaf	leaf
SAMN57629430	stem	aerial_other
SAMN57629429	stem	aerial_other
SAMN57629428	stem	aerial_other
SAMN57629427	flower	aerial_other
SAMN57629426	flower	aerial_other
SAMN57629425	flower	aerial_other
SAMN57629421	stem	aerial_other
SAMN57629420	stem	aerial_other
SAMN57629419	stem	aerial_other
SAMN57629418	leaf	leaf
SAMN57629417	leaf	leaf
SAMN57629416	leaf	leaf
SAMN57600507	flower	aerial_other
SAMN57600504	mature leaf	leaf
SAMN57600503	young leaf	leaf
SAMN31203301	hypocotyl	aerial_other
SAMN31203300	hypocotyl	aerial_other
SAMN31203299	hypocotyl	aerial_other
SAMN31203298	hypocotyl	aerial_other
SAMN31203297	hypocotyl	aerial_other
SAMN31203296	hypocotyl	aerial_other
SAMN31203295	hypocotyl	aerial_other
SAMN31203294	hypocotyl	aerial_other
SAMN57507153	flower	aerial_other
SAMN57507150	mature leaf	leaf
SAMN57507149	young leaf	leaf
SAMN57506406	microshoot	aerial_other
SAMN57506405	microshoot	aerial_other
SAMN57506404	microshoot	aerial_other
SAMN57506403	microshoot	aerial_other
SAMN57506402	microshoot	aerial_other
SAMN57506401	microshoot	aerial_other
SAMN57506400	microshoot	aerial_other
SAMN57506399	microshoot	aerial_other
SAMN57506398	microshoot	aerial_other
SAMN57506397	microshoot	aerial_other
SAMN57506396	microshoot	aerial_other
SAMN57506395	microshoot	aerial_other
SAMN57506394	microshoot	aerial_other
SAMN57506393	microshoot	aerial_other
SAMN57506392	microshoot	aerial_other
SAMN57506391	microshoot	aerial_other
SAMN57506390	microshoot	aerial_other
SAMN57506389	microshoot	aerial_other
SAMN57506388	microshoot	aerial_other
SAMN57506387	microshoot	aerial_other
SAMN57506386	microshoot	aerial_other
SAMN57506385	microshoot	aerial_other
SAMN57506384	microshoot	aerial_other
SAMN57506383	microshoot	aerial_other
SAMN57506382	microshoot	aerial_other
SAMN57506381	microshoot	aerial_other
SAMN57506380	microshoot	aerial_other
SAMN57506379	microshoot	aerial_other
SAMN57506378	microshoot	aerial_other
SAMN57506377	microshoot	aerial_other
SAMN57506376	microshoot	aerial_other
SAMN57506375	microshoot	aerial_other
SAMN57506374	microshoot	aerial_other
SAMN57506373	microshoot	aerial_other
SAMN57506372	microshoot	aerial_other
SAMN57506371	microshoot	aerial_other
SAMN57506370	microshoot	aerial_other
SAMN57506369	microshoot	aerial_other
SAMN57506368	microshoot	aerial_other
SAMN57506367	microshoot	aerial_other
SAMN57506366	microshoot	aerial_other
SAMN57506365	microshoot	aerial_other
SAMN57506364	microshoot	aerial_other
SAMN57506363	microshoot	aerial_other
SAMN57506362	microshoot	aerial_other
SAMN57506361	microshoot	aerial_other
SAMN57506360	microshoot	aerial_other
SAMN57506359	microshoot	aerial_other
SAMN57506358	microshoot	aerial_other
SAMN57506357	microshoot	aerial_other
SAMN57506356	microshoot	aerial_other
SAMN57506355	microshoot	aerial_other
SAMN57506354	microshoot	aerial_other
SAMN57506353	microshoot	aerial_other
SAMN57326343	leaf	leaf
SAMEA121093556	bud	aerial_other
SAMEA121093546	apex	aerial_other
SAMEA121093551	apex	aerial_other
SAMEA121093538	apex	aerial_other
SAMEA121093560	anther	aerial_other
SAMEA121093562	anther	aerial_other
SAMEA121093539	apex	aerial_other
SAMEA121093536	apex	aerial_other
SAMEA121093544	apex	aerial_other
SAMEA121093559	bud	aerial_other
SAMEA121093561	anther	aerial_other
SAMEA121093552	apex	aerial_other
SAMEA121093533	apex	aerial_other
SAMEA121093534	apex	aerial_other
SAMEA121093549	leaf	leaf
SAMEA121093557	bud	aerial_other
SAMEA121093542	apex	aerial_other
SAMEA121093554	bud	aerial_other
SAMEA121093547	apex	aerial_other
SAMEA121093548	apex	aerial_other
SAMEA121093550	apex	aerial_other
SAMEA121093535	apex	aerial_other
SAMEA121093537	apex	aerial_other
SAMEA121093540	apex	aerial_other
SAMEA121093543	apex	aerial_other
SAMEA121093541	apex	aerial_other
SAMEA121093555	bud	aerial_other
SAMEA121093558	bud	aerial_other
SAMEA121093545	leaf	leaf
SAMEA121093553	leaf	leaf
SAMN57172174	leaf	leaf
SAMN57172173	leaf	leaf
SAMN57172172	leaf	leaf
SAMN57172171	leaf	leaf
SAMN57172170	leaf	leaf
SAMN57172169	leaf	leaf
