mode	Run	BioSample	BioProject	biosample_rep	sra_organism	stat_top_pathogen	stat_top_pct	meta_pathogen	mismatch_flag	bp_title
mal	SRR3593874	SAMN05180972	PRJNA323552	True	Pseudocercospora fijiensis	Pseudocercospora fijiensis	3.19	mycosphaerella fijiensis	meta_conflict	Study of Mycosphaerella fijiensis gene expression during association with banana compared to saprophytic growth
mal	SRR37959372	SAMN57115737	PRJNA1007488	True	Colletotrichum asianum			colletotrichum asianum	stat_undetected	Colletotrichum asianum strain:TYC-2 Genome sequencing
mal	SRR11214567	SAMN14258367	PRJNA609706	True	Fusarium verticillioides	Fusarium verticillioides 7600	3.79		all_match	Functional subnetwork modules and discovery of hub genes with signal peptide using RNA-Seq (hybrid 33k44 vs. inbred B73)
mal	SRR13349968	SAMN17140950	PRJNA687280	True	Sclerotinia sclerotiorum			sclerotinia sclerotiorum	stat_undetected	Analysis of differentially expressed Sclerotinia sclerotiorum genes during the interaction with moderately resistant and highly susceptible chickpea lines.
mal	SRR391831	SAMN00767948	PRJNA151285	True	Colletotrichum graminicola			colletotrichum higginsianum	stat_undetected	Transcriptome of 3 developmental stages of Colletotrichum graminicola during infection of Zea mays leaf sheaths
mal	ERR789369	SAMEA3305450	PRJEB8798	True	Zymoseptoria tritici IPO323	Zymoseptoria tritici IPO323	1.47	zymoseptoria tritici	all_match	Transcriptome and Metabolite Profiling of the Infection Cycle of Zymoseptoria tritici on Wheat Reveals a Biphasic Interaction with Plant Immunity Involving Differential Pathogen Chromosomal Contributions and a Variation on the Hemibiotrophic Lifestyle Definition.
mal	DRR438348	SAMD00575526	PRJDB15139	True	Colletotrichum orbiculare			colletotrichum orbiculare	stat_undetected	Transcriptome analysis of Colletotrichum orbiculare during host infection
mal	SRR6941167	SAMN08777740	PRJNA441158	True	Zymoseptoria tritici			zymoseptoria tritici	stat_undetected	Zymoseptoria tritici IPO-90006 Gene Expression Profiling - cad 2 avr 5 transcriptome
mal	SRR11214586	SAMN14258262	PRJNA609706	True	Fusarium verticillioides	Fusarium verticillioides 7600	14.77		all_match	Functional subnetwork modules and discovery of hub genes with signal peptide using RNA-Seq (hybrid 33k44 vs. inbred B73)
mal	SRR12969772	SAMN16632572	PRJNA673988	True	Mycosarcoma maydis			ustilago maydis	stat_undetected	Maize-line-specific activity of Ustilago maydis effectors
mal	SRR22889399	SAMN32398580	PRJNA915611	True	Botrytis cinerea	Botrytis cinerea	74.77	botrytis cinerea	all_match	Transcriptomic analysis of resistant and wild-type Botrytis ci-nerea isolates revealed fludioxonil-resistant mechanisms
mal	SRR4240601	SAMN05717947	PRJNA341340	True	Sclerotinia sclerotiorum	Sclerotinia sclerotiorum	49.34	sclerotinia sclerotiorum	all_match	Sclerotinia sclerotiorum strain:1980 | isolate:ATCC 18683 Transcriptome or Gene expression
mal	SRR8718807	SAMN11111065	PRJNA526829	True	Pyricularia oryzae			magnaporthe oryzae	stat_undetected	Magnaporthe oryzae Auxiliary Activity Protein MoAa91 Functions as Chitin-Binding Protein To Induce Appressorium Formation on Artificial Inductive Surfaces and Suppress Plant Immunity
mal	SRR11214602	SAMN14258300	PRJNA609706	True	Fusarium verticillioides	Fusarium verticillioides 7600	62.55		all_match	Functional subnetwork modules and discovery of hub genes with signal peptide using RNA-Seq (hybrid 33k44 vs. inbred B73)
mal	SRR35256584	SAMN51066452	PRJNA1064071	True	Fusarium oxysporum f. sp. lycopersici	Fusarium oxysporum	1.61	fusarium oxysporum	all_match	Influence of epigenetic modifications on gene expression in Fusarium oxysporum
mal	SRR29437252	SAMN41829233	PRJNA1118412	True	Fulvia fulva	Fulvia fulva	7.06	fulvia fulva	all_match	Fulvia fulva isolates Race 5 and Race 4 transcriptomes during host interaction
mal	SRR20324140	SAMN29390811	PRJNA853492	True	Rhizoctonia solani			rhizoctonia solani ag-3	stat_undetected	Integrative transcriptome analysis revealed the pathogenic molecular basis of Rhizoctonia solani AG-3 TB at three progressive stages of infection.
mal	SRR14877799	SAMN19771482	PRJNA739093	True	Aspergillus flavus			aspergillus flavus	stat_undetected	Hexanal Induces Early Apoptosis of Aspergillus flavus Conidia by Disrupting Mitochondrial Function and Expression of Key Genes
mal	ERR1224582	SAMEA3731391	PRJEB12497	True	Puccinia striiformis			puccinia striiformis f. sp. tritici	stat_undetected	RNA-based sequencing approach (RNA-seq) to assess the global expression profiles of the wheat yellow rust pathogen Puccinia striiformis f. sp. tritici (PST) and its host during infection
mal	ERR6548352	SAMEA9533657	PRJEB46918	True	Phakopsora pachyrhizi			phakopsora pachyrhizi	stat_undetected	Genome and transcriptome sequencing of Asian Soybean Rust, Phakopsora pachyrhizi
mal	SRR1555739	SAMN02943260	PRJNA256347	True	Puccinia striiformis f. sp. tritici			puccinia striiformis f. sp. tritici	stat_undetected	Field pathogenomics of PST-infected wheat and triticale
mal	SRR4296238	SAMN05824299	PRJNA344467	True	Ustilaginoidea virens			ustilaginoidea virens	stat_undetected	Differential expression profiling of Ustilaginoidea virens in resistant and susceptible rice varieties during early infection
mal	SRR11214657	SAMN14258336	PRJNA609706	True	Fusarium verticillioides	Fusarium verticillioides 7600	65.55		all_match	Functional subnetwork modules and discovery of hub genes with signal peptide using RNA-Seq (hybrid 33k44 vs. inbred B73)
mal	SRR12867721	SAMN16510392	PRJNA670487	True	Sclerotinia sclerotiorum 1980 UF-70	Sclerotinia sclerotiorum	77.69	sclerotinia sclerotiorum	all_match	Transcriptional response to host chemical cues underpins the expansion of host range in a fungal plant pathogen lineage.
mal	DRR438347	SAMD00575525	PRJDB15139	True	Colletotrichum orbiculare			colletotrichum orbiculare	stat_undetected	Transcriptome analysis of Colletotrichum orbiculare during host infection
mal	ERR1224561	SAMEA3731370	PRJEB12497	True	Puccinia striiformis			puccinia striiformis f. sp. tritici	stat_undetected	RNA-based sequencing approach (RNA-seq) to assess the global expression profiles of the wheat yellow rust pathogen Puccinia striiformis f. sp. tritici (PST) and its host during infection
mal	ERR1224573	SAMEA3731382	PRJEB12497	True	Puccinia striiformis			puccinia striiformis f. sp. tritici	stat_undetected	RNA-based sequencing approach (RNA-seq) to assess the global expression profiles of the wheat yellow rust pathogen Puccinia striiformis f. sp. tritici (PST) and its host during infection
mal	ERR3188449	SAMEA5366268	PRJEB31334	True	Puccinia striiformis	Puccinia striiformis	0.51	puccinia striiformis f. sp. tritici	all_match	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	ERR6548364	SAMEA9533670	PRJEB46918	True	Phakopsora pachyrhizi			phakopsora pachyrhizi	stat_undetected	Genome and transcriptome sequencing of Asian Soybean Rust, Phakopsora pachyrhizi
mal	SRR9185093	SAMN11892478	PRJNA545454	True	Puccinia striiformis f. sp. tritici			puccinia striiformis f. sp. tritici	stat_undetected	In-depth secretome analysis of Puccinia striiformis f. sp. tritici in infected wheat uncovers effector functions.
mal	SRR25865100	SAMN37220950	PRJNA1011491	True	Monilinia fructicola			monilinia fructicola	stat_undetected	Monilinia fructicola daylight vs darkness RNAseq
mal	ERR5960061	SAMEA8804384	PRJEB45236	True	Puccinia striiformis f. sp. tritici			puccinia striiformis f. sp. tritici	stat_undetected	Pathogenomic analyses of the South African Puccinia striiformis f. sp. tritici population
mal	ERR1607805	SAMEA4415723	PRJEB15280	True	Puccinia striiformis			puccinia striiformis f. sp. tritici	stat_undetected	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity.
mal	ERR15005514	SAMEA117592991	PRJEB84390	True	Puccinia triticina	Puccinia triticina	5.47	puccinia triticina	all_match	k-mer-based GWAS reveals a candidate avirulence gene and structural variation in Puccinia triticina linked to gain of Lr20 virulence.
mal	ERR789374	SAMEA3305454	PRJEB8798	True	Zymoseptoria tritici IPO323			zymoseptoria tritici	stat_undetected	Transcriptome and Metabolite Profiling of the Infection Cycle of Zymoseptoria tritici on Wheat Reveals a Biphasic Interaction with Plant Immunity Involving Differential Pathogen Chromosomal Contributions and a Variation on the Hemibiotrophic Lifestyle Definition.
mal	ERR4315468	SAMEA7036110	PRJEB39201	True	Puccinia striiformis f. sp. tritici			puccinia striiformis f. sp. tritici	stat_undetected	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	SRR35750205	SAMN52406080	PRJNA1338360	True	Listeria monocytogenes	Listeria monocytogenes	6.87	listeria monocytogenes	all_match	Transcriptome analysis suggests the cell wall as the primary target of the antilisterial effect of carrots.
